date,PRECTOTCORR,Pressure_kPa,Humidity_percent,Temperature_C,Wind_m_s
2023-07-09,0.03,96.43,80.84,23.15,1.37
2023-07-10,0.0,96.36,76.9,23.6,1.18
2023-07-11,0.0,96.24,78.03,23.88,1.29
2023-07-12,0.0,96.2,68.68,23.62,1.46
2023-07-13,0.0,96.22,72.79,22.67,1.22
2023-07-14,0.0,96.28,69.45,24.4,0.64
2023-07-15,0.03,96.26,76.34,23.88,1.03
2023-07-16,0.02,96.23,76.77,25.07,1.03
2023-07-17,0.0,96.28,79.28,24.45,1.68
2023-07-18,0.0,96.38,80.73,23.5,2.02
2023-07-19,0.05,96.38,82.34,22.74,2.02
2023-07-20,0.01,96.38,81.7,22.8,1.86
2023-07-21,0.0,96.4,77.8,23.41,1.34
2023-07-22,0.01,96.47,81.04,23.49,1.84
2023-07-23,0.02,96.4,79.87,24.23,1.77
2023-07-24,0.0,96.36,81.59,23.92,2.03
2023-07-25,0.67,96.34,81.17,23.67,1.75
2023-07-26,0.15,96.35,80.29,23.11,2.06
2023-07-27,0.24,96.36,80.97,23.66,1.75
2023-07-28,0.98,96.42,82.69,23.27,2.25
2023-07-29,0.25,96.41,81.83,23.57,1.5
2023-07-30,0.01,96.41,80.96,23.87,1.82
2023-07-31,0.03,96.47,80.88,23.87,2.28
2023-08-01,0.02,96.4,80.63,23.88,2.08
2023-08-02,0.01,96.47,83.51,23.02,2.13
2023-08-03,0.02,96.52,81.34,23.49,1.69
2023-08-04,0.0,96.44,77.43,23.92,1.62
2023-08-05,0.0,96.44,79.29,23.27,1.82
2023-08-06,0.02,96.49,79.69,23.1,2.45
2023-08-07,0.02,96.45,80.16,23.17,2.1
2023-08-08,0.03,96.4,77.71,23.56,1.83
2023-08-09,0.08,96.35,78.12,23.5,2.09
2023-08-10,0.21,96.31,77.52,24.39,1.5
2023-08-11,0.22,96.26,78.21,24.37,1.72
2023-08-12,0.24,96.15,77.24,24.96,1.67
2023-08-13,0.09,96.11,78.04,24.71,1.84
2023-08-14,0.0,96.21,78.81,24.11,1.37
2023-08-15,0.01,96.29,78.08,24.61,1.25
2023-08-16,0.01,96.21,74.79,25.42,1.22
2023-08-17,0.01,96.09,76.26,25.22,1.98
2023-08-18,0.01,96.04,75.25,24.6,2.64
2023-08-19,0.01,96.06,73.78,23.81,1.85
2023-08-20,0.02,96.06,74.91,24.81,1.4
2023-08-21,0.01,96.08,75.77,25.36,1.64
2023-08-22,0.02,96.03,75.56,25.66,2.05
2023-08-23,0.0,95.94,75.49,25.54,2.04
2023-08-24,0.12,95.97,78.85,25.1,2.12
2023-08-25,0.21,96.03,77.33,25.45,1.77
2023-08-26,0.24,96.12,74.7,25.88,1.67
2023-08-27,0.08,96.11,74.04,26.26,1.53
2023-08-28,0.4,96.32,80.07,25.01,2.17
2023-08-29,0.08,96.34,80.46,25.08,1.5
2023-08-30,0.03,96.28,76.36,25.67,1.62
2023-08-31,0.02,96.3,74.85,25.63,1.84
2023-09-01,0.01,96.19,75.79,25.66,1.65
2023-09-02,0.01,96.16,74.45,25.57,1.88
2023-09-03,1.15,96.22,79.27,24.49,2.23
2023-09-04,0.5,96.24,78.18,25.17,2.14
2023-09-05,0.2,96.23,76.67,25.32,2.38
2023-09-06,0.82,96.26,76.66,25.86,1.47
2023-09-07,0.79,96.24,75.16,26.06,1.47
2023-09-08,0.28,96.14,74.82,26.07,2.22
2023-09-09,0.59,96.23,76.26,25.15,2.78
2023-09-10,0.26,96.25,76.89,25.27,1.8
2023-09-11,0.14,96.23,75.79,25.51,2.31
2023-09-12,0.02,96.11,73.39,25.97,1.67
2023-09-13,0.04,96.09,74.2,25.88,1.52
2023-09-14,0.22,96.08,74.28,26.05,1.42
2023-09-15,0.21,96.09,74.56,26.64,1.34
2023-09-16,0.1,96.13,75.09,26.02,1.91
2023-09-17,0.18,96.12,76.16,25.75,1.57
2023-09-18,3.55,96.21,80.89,25.25,1.57
2023-09-19,3.52,96.13,76.51,26.2,1.23
2023-09-20,1.3,96.13,75.57,26.08,1.74
2023-09-21,0.96,96.09,75.6,26.03,1.34
2023-09-22,4.36,96.09,80.36,25.4,1.32
2023-09-23,0.32,96.15,78.03,25.7,1.55
2023-09-24,0.1,96.22,76.6,26.15,1.38
2023-09-25,0.05,96.2,75.77,26.57,1.41
2023-09-26,0.05,96.07,74.55,27.16,1.65
2023-09-27,0.03,96.04,76.05,26.32,1.75
2023-09-28,0.44,96.07,77.4,26.01,1.49
2023-09-29,1.72,96.1,74.88,26.67,1.46
2023-09-30,2.4,96.2,78.38,25.78,1.42
2023-10-01,1.17,96.11,74.76,27.09,1.03
2023-10-02,1.58,96.0,70.85,28.02,0.97
2023-10-03,5.69,96.01,76.12,26.91,1.38
2023-10-04,0.57,96.07,69.96,27.53,0.9
2023-10-05,0.94,96.07,72.88,27.36,1.21
2023-10-06,1.17,95.97,76.42,27.28,1.64
2023-10-07,1.41,96.01,76.62,27.07,1.76
2023-10-08,4.79,96.08,78.97,26.78,1.18
2023-10-09,2.7,96.25,84.2,24.91,1.6
2023-10-10,2.29,96.25,84.75,24.86,1.29
2023-10-11,2.38,96.24,78.96,25.26,1.0
2023-10-12,2.27,96.1,73.26,26.71,1.04
2023-10-13,2.44,96.1,76.54,26.78,1.09
2023-10-14,4.72,96.15,80.01,26.24,2.05
2023-10-15,2.92,96.1,77.52,25.86,1.14
2023-10-16,0.83,96.05,73.07,26.65,1.4
2023-10-17,6.54,96.1,78.91,26.53,1.47
2023-10-18,5.31,96.22,81.66,26.04,0.98
2023-10-19,5.53,96.27,85.22,25.3,1.75
2023-10-20,5.54,96.18,82.89,25.63,1.42
2023-10-21,3.89,96.14,77.96,26.32,1.27
2023-10-22,21.02,96.09,84.11,25.9,1.31
2023-10-23,2.06,96.02,84.7,25.48,1.47
2023-10-24,9.6,96.01,87.3,25.06,1.95
2023-10-25,3.53,96.02,80.78,25.92,0.74
2023-10-26,3.67,96.11,80.48,26.09,1.67
2023-10-27,4.03,96.16,83.39,25.3,1.54
2023-10-28,3.17,96.03,79.28,25.82,0.95
2023-10-29,0.15,95.88,73.66,26.81,0.92
2023-10-30,2.95,95.84,81.45,26.19,1.04
2023-10-31,9.54,95.97,87.74,25.01,1.33
2023-11-01,3.96,96.07,82.64,25.41,0.72
2023-11-02,12.73,96.14,85.84,24.73,1.28
2023-11-03,10.37,96.1,84.45,25.39,1.39
2023-11-04,2.4,96.11,85.91,24.62,1.59
2023-11-05,3.32,96.17,84.76,24.59,0.9
2023-11-06,0.33,96.2,77.82,25.69,0.69
2023-11-07,5.5,96.08,74.84,26.76,0.74
2023-11-08,10.16,96.01,85.84,25.74,1.2
2023-11-09,9.93,96.01,86.52,25.83,1.51
2023-11-10,1.83,96.06,88.83,24.84,1.63
2023-11-11,1.66,96.16,84.16,24.91,1.31
2023-11-12,3.3,96.22,83.73,25.07,0.65
2023-11-13,2.49,96.12,79.58,26.64,0.76
2023-11-14,3.46,96.1,83.02,26.2,1.1
2023-11-15,2.91,96.06,80.21,26.11,1.11
2023-11-16,3.02,96.03,79.75,26.9,0.71
2023-11-17,3.89,96.01,87.79,25.64,0.83
2023-11-18,6.93,96.05,83.7,26.23,0.77
2023-11-19,2.33,96.09,84.06,25.96,0.79
2023-11-20,3.69,96.04,84.76,25.87,1.46
2023-11-21,10.86,96.04,89.03,24.92,1.71
2023-11-22,3.02,96.05,86.82,25.0,1.18
2023-11-23,5.27,96.06,89.43,24.45,1.6
2023-11-24,7.86,96.1,87.58,24.24,1.14
2023-11-25,10.28,96.13,88.45,23.77,1.49
2023-11-26,1.71,96.17,78.98,25.23,0.87
2023-11-27,4.9,96.18,82.43,25.55,0.92
2023-11-28,2.44,96.11,84.08,24.54,1.96
2023-11-29,1.52,96.12,86.19,23.78,1.47
2023-11-30,4.28,96.19,84.6,24.66,1.09
2023-12-01,8.52,96.23,87.61,24.61,1.41
2023-12-02,2.92,96.18,83.47,24.97,1.44
2023-12-03,4.15,96.18,86.19,24.27,1.62
2023-12-04,1.1,96.16,82.46,25.08,1.27
2023-12-05,3.43,96.17,84.82,24.92,1.18
2023-12-06,0.59,96.19,80.59,25.41,1.53
2023-12-07,0.95,96.22,83.36,25.4,1.41
2023-12-08,2.27,96.16,84.12,25.43,1.38
2023-12-09,1.33,96.08,80.22,25.34,0.92
2023-12-10,9.44,95.99,82.05,26.06,0.96
2023-12-11,24.25,96.12,89.67,24.38,1.45
2023-12-12,9.21,96.16,87.33,24.48,1.13
2023-12-13,1.49,96.08,85.43,24.98,1.1
2023-12-14,4.45,96.02,87.76,24.79,1.33
2023-12-15,3.67,95.99,84.39,25.74,1.04
2023-12-16,2.16,95.88,81.08,26.74,0.58
2023-12-17,4.21,95.83,84.78,26.29,1.27
2023-12-18,4.47,95.96,86.87,25.69,1.28
2023-12-19,4.43,96.02,84.98,25.43,0.94
2023-12-20,6.17,96.07,86.04,26.13,1.21
2023-12-21,13.75,96.1,85.08,25.85,1.23
2023-12-22,3.61,96.16,84.23,26.01,0.97
2023-12-23,2.66,96.2,79.72,26.61,0.85
2023-12-24,0.56,96.13,70.4,27.84,0.71
2023-12-25,18.04,96.04,86.84,25.97,0.99
2023-12-26,18.47,96.1,94.36,23.99,1.45
2023-12-27,7.62,96.23,89.06,24.02,0.83
2023-12-28,8.99,96.24,82.32,25.3,0.87
2023-12-29,10.09,96.21,86.83,24.76,0.96
2023-12-30,3.37,96.19,85.21,25.21,1.27
2023-12-31,2.05,96.19,80.83,26.15,1.09
2024-01-01,2.09,96.19,79.32,26.35,0.7
2024-01-02,3.22,96.29,86.17,25.47,1.09
2024-01-03,0.65,96.31,86.78,24.11,1.5
2024-01-04,0.25,96.28,81.54,25.4,1.05
2024-01-05,0.42,96.28,77.85,26.01,0.91
2024-01-06,0.19,96.22,77.44,26.38,0.86
2024-01-07,3.9,96.14,81.66,25.77,1.38
2024-01-08,1.93,96.1,78.62,25.88,1.13
2024-01-09,1.09,96.06,77.66,26.16,0.85
2024-01-10,1.13,96.1,82.12,26.24,1.32
2024-01-11,2.59,96.15,90.43,23.97,1.81
2024-01-12,0.12,96.15,80.92,25.14,1.32
2024-01-13,0.65,96.08,81.39,25.81,1.62
2024-01-14,0.33,96.16,82.07,25.91,1.82
2024-01-15,2.09,96.22,82.48,25.75,1.56
2024-01-16,6.9,96.35,87.08,24.45,1.78
2024-01-17,1.02,96.4,82.59,25.09,1.42
2024-01-18,0.83,96.26,78.34,26.11,1.13
2024-01-19,4.81,96.21,77.85,26.5,1.05
2024-01-20,15.51,96.23,82.8,26.13,1.71
2024-01-21,1.26,96.23,80.87,26.19,1.8
2024-01-22,3.27,96.27,80.67,26.11,1.93
2024-01-23,0.72,96.33,79.48,26.15,1.46
2024-01-24,0.11,96.27,75.18,26.81,1.28
2024-01-25,5.4,96.28,79.75,26.62,1.19
2024-01-26,12.22,96.21,78.46,27.28,0.84
2024-01-27,1.0,96.12,77.8,27.5,1.01
2024-01-28,3.13,96.14,88.24,25.76,0.86
2024-01-29,1.07,96.17,78.83,27.17,1.19
2024-01-30,1.12,96.16,81.09,26.67,0.91
2024-01-31,17.41,96.23,83.88,26.03,1.05
2024-02-01,0.29,96.31,80.18,26.03,1.0
2024-02-02,1.5,96.23,78.29,26.34,0.96
2024-02-03,4.28,96.05,76.38,27.1,0.71
2024-02-04,3.91,96.13,83.35,26.42,1.37
2024-02-05,7.13,96.32,89.54,24.62,0.89
2024-02-06,3.62,96.38,82.72,25.29,0.79
2024-02-07,2.41,96.29,78.96,26.37,0.87
2024-02-08,1.96,96.17,76.58,27.37,0.89
2024-02-09,4.01,96.18,81.42,26.42,1.15
2024-02-10,17.03,96.19,82.58,26.41,1.09
2024-02-11,4.57,96.18,76.99,26.73,0.96
2024-02-12,0.7,96.06,70.68,28.08,0.71
2024-02-13,18.29,96.12,81.05,27.4,1.39
2024-02-14,26.11,96.13,85.15,26.58,1.36
2024-02-15,3.91,96.1,83.37,26.64,1.39
2024-02-16,3.7,96.11,83.63,26.55,1.09
2024-02-17,2.6,96.17,83.27,26.51,1.79
2024-02-18,1.47,96.15,81.15,26.71,0.94
2024-02-19,1.82,96.09,74.0,27.59,0.51
2024-02-20,1.64,95.91,76.77,27.66,0.75
2024-02-21,1.4,95.75,82.4,27.47,1.23
2024-02-22,5.62,95.74,86.76,27.07,1.24
2024-02-23,6.64,95.93,91.45,25.23,1.33
2024-02-24,4.53,96.09,88.27,25.69,1.52
2024-02-25,1.93,96.28,88.01,24.66,1.92
2024-02-26,0.37,96.11,78.53,26.56,0.99
2024-02-27,1.79,96.07,82.76,25.94,0.77
2024-02-28,1.35,95.98,79.58,26.88,0.87
2024-02-29,2.12,95.97,80.67,27.05,1.09
2024-03-01,4.54,96.02,83.94,26.28,1.42
2024-03-02,0.56,96.09,77.98,27.02,1.51
2024-03-03,3.0,96.11,79.28,26.92,0.87
2024-03-04,7.12,96.03,85.79,26.16,1.58
2024-03-05,5.62,96.07,82.07,26.47,1.52
2024-03-06,1.64,96.14,83.36,26.18,0.97
2024-03-07,2.04,96.15,82.26,26.5,1.77
2024-03-08,1.61,96.08,81.22,27.03,1.2
2024-03-09,2.91,96.07,84.22,26.44,0.9
2024-03-10,1.71,96.12,87.18,25.73,1.72
2024-03-11,1.56,96.19,75.39,27.98,0.88
2024-03-12,2.43,96.17,71.45,28.84,0.84
2024-03-13,5.0,96.12,80.93,27.67,1.31
2024-03-14,3.13,96.11,83.12,26.77,1.87
2024-03-15,1.66,96.16,81.59,25.98,1.3
2024-03-16,1.26,96.12,74.07,27.22,0.95
2024-03-17,2.83,95.94,73.21,28.25,0.93
2024-03-18,4.27,95.86,82.99,27.37,1.02
2024-03-19,14.56,95.83,88.83,26.17,1.72
2024-03-20,21.51,95.84,83.98,26.88,1.26
2024-03-21,6.14,95.85,80.22,27.6,1.03
2024-03-22,5.75,95.92,88.87,25.63,1.22
2024-03-23,10.08,95.92,82.05,26.39,1.02
2024-03-24,2.45,95.95,81.68,26.84,1.18
2024-03-25,12.38,96.06,82.04,26.91,1.19
2024-03-26,2.75,96.04,82.82,26.87,0.77
2024-03-27,6.24,96.07,78.72,27.6,0.69
2024-03-28,1.42,96.07,77.25,27.97,0.91
2024-03-29,16.34,96.04,84.68,26.98,1.16
2024-03-30,3.44,96.02,89.82,25.54,1.3
2024-03-31,1.53,96.14,87.41,25.75,1.3
2024-04-01,0.03,96.2,74.89,26.85,0.95
2024-04-02,0.16,96.03,74.33,27.21,0.99
2024-04-03,1.99,95.88,82.4,26.73,1.1
2024-04-04,13.7,95.94,87.26,25.74,1.54
2024-04-05,5.66,96.03,82.86,25.71,1.35
2024-04-06,3.47,96.09,82.23,26.15,0.8
2024-04-07,13.65,96.08,88.38,25.75,1.15
2024-04-08,9.37,96.07,89.24,24.78,1.36
2024-04-09,4.52,96.03,85.09,25.62,1.19
2024-04-10,2.99,95.93,78.89,27.03,0.96
2024-04-11,5.17,95.96,81.32,27.02,1.09
2024-04-12,112.75,96.04,93.14,24.89,1.48
2024-04-13,9.87,96.03,88.78,25.46,1.14
2024-04-14,4.53,96.1,87.04,25.54,1.04
2024-04-15,0.75,96.13,77.18,27.17,0.6
2024-04-16,4.07,96.0,80.34,27.35,0.84
2024-04-17,3.06,95.91,77.71,27.76,0.75
2024-04-18,13.86,96.06,85.66,26.89,1.03
2024-04-19,5.36,96.11,88.36,25.85,0.87
2024-04-20,8.2,95.94,87.56,26.4,1.22
2024-04-21,1.9,95.91,85.37,26.27,0.9
2024-04-22,4.42,95.89,84.76,26.68,0.96
2024-04-23,27.95,95.97,89.98,25.84,1.55
2024-04-24,2.41,96.04,90.27,25.26,0.94
2024-04-25,2.23,95.99,86.07,26.08,0.88
2024-04-26,5.27,95.96,87.93,25.79,0.94
2024-04-27,3.54,95.93,83.62,26.12,1.46
2024-04-28,0.69,95.93,77.82,26.4,1.23
2024-04-29,0.07,95.92,76.14,26.37,1.62
2024-04-30,0.06,95.84,73.03,26.63,0.97
2024-05-01,0.98,95.8,74.18,27.4,1.06
2024-05-02,5.06,95.87,80.16,26.43,1.12
2024-05-03,0.25,96.06,82.03,25.88,1.09
2024-05-04,0.89,96.11,80.62,26.31,0.93
2024-05-05,0.53,95.97,78.1,27.21,0.82
2024-05-06,0.04,95.92,77.8,27.17,0.88
2024-05-07,0.03,95.88,78.01,27.46,0.98
2024-05-08,0.02,95.9,80.48,26.63,1.09
2024-05-09,6.45,95.84,81.13,26.96,1.51
2024-05-10,9.85,95.91,84.47,26.78,0.85
2024-05-11,2.87,95.93,81.99,27.37,0.78
2024-05-12,6.13,95.99,83.66,27.15,0.86
2024-05-13,2.1,95.97,87.82,26.26,1.05
2024-05-14,6.81,96.08,89.64,25.91,1.73
2024-05-15,3.53,96.1,86.24,25.98,0.98
2024-05-16,1.18,96.12,80.86,26.68,0.74
2024-05-17,0.44,96.12,79.6,26.64,1.0
2024-05-18,0.45,96.09,82.07,25.68,1.32
2024-05-19,0.41,96.04,82.64,25.17,1.2
2024-05-20,0.12,96.05,77.06,26.27,0.95
2024-05-21,0.04,96.19,74.89,25.89,1.03
2024-05-22,0.09,96.25,83.79,25.5,1.47
2024-05-23,0.97,96.15,82.55,25.83,1.39
2024-05-24,2.9,96.19,84.67,25.34,1.39
2024-05-25,0.86,96.21,87.12,24.77,1.13
2024-05-26,1.78,96.23,84.49,25.68,1.09
2024-05-27,9.89,96.28,85.13,26.11,1.14
2024-05-28,1.16,96.25,82.69,26.58,1.06
2024-05-29,0.13,96.21,82.87,26.28,1.33
2024-05-30,0.28,96.19,83.83,25.5,1.68
2024-05-31,0.04,96.25,82.92,25.64,1.79
2024-06-01,0.01,96.3,81.29,25.7,1.3
2024-06-02,0.0,96.26,84.16,24.89,1.54
2024-06-03,0.0,96.27,82.6,24.71,1.72
2024-06-04,0.0,96.25,81.64,24.5,1.81
2024-06-05,0.0,96.21,81.17,24.65,1.45
2024-06-06,0.0,96.3,80.96,24.38,2.03
2024-06-07,0.0,96.39,79.96,25.11,1.19
2024-06-08,0.01,96.31,79.08,25.43,1.17
2024-06-09,0.0,96.3,80.79,24.79,1.98
2024-06-10,0.0,96.34,67.13,25.28,1.3
2024-06-11,0.0,96.31,62.16,23.83,1.2
2024-06-12,0.0,96.3,72.09,23.25,1.14
2024-06-13,0.0,96.25,72.91,24.46,1.04
2024-06-14,0.0,96.14,78.02,24.91,1.58
2024-06-15,0.07,96.13,76.67,25.07,2.02
2024-06-16,0.02,96.14,74.02,24.48,1.41
2024-06-17,0.03,96.23,76.7,23.8,1.29
2024-06-18,0.0,96.2,75.85,24.13,1.39
2024-06-19,0.05,96.19,78.48,24.18,1.53
2024-06-20,0.12,96.17,76.6,24.93,1.18
2024-06-21,0.08,96.16,75.68,25.44,1.25
2024-06-22,1.3,96.2,76.28,25.09,1.89
2024-06-23,1.98,96.18,78.84,25.23,1.16
2024-06-24,2.02,96.14,78.02,24.81,1.82
2024-06-25,1.58,96.13,77.36,24.54,1.6
2024-06-26,0.35,96.15,77.37,24.5,1.26
2024-06-27,0.13,96.22,69.83,24.58,1.28
2024-06-28,0.19,96.17,68.96,23.54,1.28
2024-06-29,0.26,96.16,74.88,23.52,1.38
2024-06-30,0.0,96.22,73.59,24.29,1.73
2024-07-01,0.02,96.22,74.53,24.71,1.49
2024-07-02,0.13,96.22,74.27,25.05,2.11
2024-07-03,0.08,96.17,72.91,24.82,1.85
2024-07-04,0.05,96.22,71.38,24.32,1.92
2024-07-05,0.01,96.28,74.66,23.35,1.99
2024-07-06,0.02,96.23,76.28,23.71,1.79
2024-07-07,0.01,96.28,75.19,23.45,2.01
2024-07-08,0.01,96.23,73.5,23.76,1.54
2024-07-09,0.02,96.2,71.36,24.07,1.95
2024-07-10,0.0,96.21,73.92,23.94,2.1
2024-07-11,0.0,96.25,74.25,23.14,1.96
2024-07-12,0.0,96.32,72.91,23.25,1.88
2024-07-13,0.0,96.36,71.45,23.6,1.6
2024-07-14,0.0,96.35,73.1,24.04,1.99
2024-07-15,0.01,96.37,75.8,24.05,2.12
2024-07-16,0.01,96.33,76.52,24.19,1.97
2024-07-17,0.02,96.32,73.81,24.29,2.03
2024-07-18,0.01,96.35,72.32,24.38,2.23
2024-07-19,0.01,96.28,68.99,24.75,2.59
2024-07-20,0.01,96.31,71.58,23.99,2.63
2024-07-21,0.01,96.37,72.18,23.62,1.93
2024-07-22,0.0,96.44,70.7,24.4,1.62
2024-07-23,0.01,96.53,69.96,24.75,2.17
2024-07-24,0.01,96.44,68.3,25.17,2.6
2024-07-25,0.01,96.38,68.9,24.97,2.39
2024-07-26,0.01,96.34,68.33,24.48,2.45
2024-07-27,0.01,96.35,67.5,24.18,2.05
2024-07-28,0.01,96.36,70.36,22.99,2.32
2024-07-29,0.01,96.31,69.42,23.34,2.06
2024-07-30,0.0,96.32,68.21,23.97,2.38
2024-07-31,0.0,96.24,65.69,24.62,2.06
2024-08-01,0.0,96.33,64.63,23.79,2.82
2024-08-02,0.0,96.28,62.03,24.18,1.76
2024-08-03,0.0,96.28,60.83,24.56,2.37
2024-08-04,0.01,96.35,66.23,24.08,2.43
2024-08-05,0.03,96.33,68.12,24.34,2.24
2024-08-06,0.0,96.24,66.45,24.95,2.33
2024-08-07,0.0,96.14,65.15,24.89,2.8
2024-08-08,0.0,96.14,63.94,25.2,2.89
2024-08-09,0.0,96.16,67.1,25.14,1.81
2024-08-10,0.0,96.2,66.07,25.34,2.4
2024-08-11,0.0,96.18,67.8,24.79,2.42
2024-08-12,0.0,96.2,68.59,24.83,2.7
2024-08-13,0.0,96.25,68.25,24.98,2.5
2024-08-14,0.02,96.3,65.6,25.56,1.82
2024-08-15,0.04,96.31,65.89,25.84,1.94
2024-08-16,0.01,96.27,65.71,26.0,2.81
2024-08-17,0.01,96.33,69.6,23.99,2.92
2024-08-18,0.03,96.32,66.84,24.42,1.88
2024-08-19,0.01,96.35,66.33,25.22,2.37
2024-08-20,0.02,96.38,65.51,25.31,2.47
2024-08-21,0.02,96.25,63.75,26.09,2.19
2024-08-22,0.01,96.18,62.9,26.46,2.53
2024-08-23,0.0,96.21,62.65,26.0,3.26
2024-08-24,0.01,96.25,64.09,25.21,2.24
2024-08-25,0.05,96.27,62.8,25.95,2.55
2024-08-26,0.01,96.17,61.34,26.39,2.5
2024-08-27,0.02,96.16,61.16,26.22,2.04
2024-08-28,0.02,96.22,61.52,26.64,2.11
2024-08-29,0.44,96.23,61.77,26.75,2.7
2024-08-30,0.48,96.22,63.14,26.67,2.63
2024-08-31,0.58,96.17,63.42,26.92,2.35
2024-09-01,0.71,96.25,65.06,26.63,1.38
2024-09-02,3.36,96.28,74.05,25.73,1.55
2024-09-03,1.86,96.16,67.99,26.95,1.99
2024-09-04,0.73,96.17,65.34,26.98,2.22
2024-09-05,0.64,96.22,69.99,25.69,2.01
2024-09-06,0.26,96.19,63.24,27.3,1.1
2024-09-07,0.74,96.22,62.3,28.0,1.87
2024-09-08,11.47,96.32,76.98,25.36,1.63
2024-09-09,1.28,96.23,71.22,26.73,1.12
2024-09-10,0.74,96.14,66.79,27.41,1.84
2024-09-11,0.49,96.1,66.13,27.46,2.41
2024-09-12,0.79,96.15,68.63,26.99,1.77
2024-09-13,0.17,96.17,64.62,27.94,1.51
2024-09-14,0.19,96.22,62.5,28.25,1.84
2024-09-15,0.2,96.1,60.42,28.91,2.41
2024-09-16,0.35,96.16,64.01,28.02,2.27
2024-09-17,0.16,96.14,62.68,28.14,1.91
2024-09-18,0.32,96.12,60.05,28.62,2.12
2024-09-19,0.79,96.05,64.55,27.61,1.7
2024-09-20,0.54,96.01,66.35,27.5,1.67
2024-09-21,0.52,96.0,63.06,28.45,1.43
2024-09-22,0.64,96.02,62.02,28.57,1.66
2024-09-23,2.41,96.1,69.01,27.07,1.61
2024-09-24,0.73,96.1,67.53,27.32,1.35
2024-09-25,1.33,96.08,62.46,28.21,1.48
2024-09-26,1.65,96.08,60.0,29.27,0.99
2024-09-27,22.81,96.11,73.01,27.1,1.75
2024-09-28,0.86,96.06,69.21,27.29,2.23
2024-09-29,1.23,96.14,73.66,26.36,2.11
2024-09-30,0.54,96.02,69.08,27.41,1.5
2024-10-01,1.0,95.87,65.16,28.07,1.75
2024-10-02,3.11,95.88,67.93,28.0,1.79
2024-10-03,3.02,96.03,76.11,26.43,1.98
2024-10-04,4.66,96.19,75.95,26.31,0.78
2024-10-05,0.77,96.15,73.2,26.75,1.51
2024-10-06,2.34,96.14,71.19,27.1,1.77
2024-10-07,1.53,96.18,71.16,27.25,1.64
2024-10-08,3.72,96.27,71.47,27.29,1.48
2024-10-09,2.15,96.29,72.42,26.64,1.97
2024-10-10,1.93,96.17,73.55,26.4,1.11
2024-10-11,2.94,96.13,71.84,27.09,1.06
2024-10-12,4.02,96.16,69.05,27.48,1.34
2024-10-13,23.44,96.25,77.36,25.65,1.13
2024-10-14,2.3,96.31,77.28,25.84,1.25
2024-10-15,1.61,96.26,74.64,26.45,0.66
2024-10-16,5.31,96.31,79.98,25.92,1.5
2024-10-17,1.27,96.25,74.82,26.12,2.02
2024-10-18,13.99,96.17,80.93,25.11,1.04
2024-10-19,12.0,96.15,83.75,25.0,1.54
2024-10-20,0.81,96.12,77.96,26.48,1.45
2024-10-21,1.14,96.15,80.37,25.68,1.87
2024-10-22,1.4,96.18,79.06,25.87,1.19
2024-10-23,4.19,96.15,78.69,26.34,1.3
2024-10-24,7.0,96.06,79.54,26.45,1.11
2024-10-25,4.27,96.04,80.5,26.43,1.51
2024-10-26,9.08,96.17,86.86,24.98,1.6
2024-10-27,2.82,96.12,76.43,26.34,0.9
2024-10-28,3.39,96.04,77.21,26.51,1.36
2024-10-29,7.59,96.03,80.12,26.35,1.43
2024-10-30,1.24,96.04,82.44,25.73,1.31
2024-10-31,1.09,96.1,82.37,25.57,1.18
2024-11-01,2.58,96.14,80.67,25.4,1.16
2024-11-02,1.97,96.04,74.12,26.81,1.1
2024-11-03,1.96,96.16,76.51,26.59,0.86
2024-11-04,4.74,96.11,79.53,26.28,1.2
2024-11-05,18.25,95.99,86.83,24.85,1.21
2024-11-06,2.47,95.97,81.12,25.45,1.31
2024-11-07,8.43,96.0,78.5,26.13,1.05
2024-11-08,4.2,96.11,81.1,25.77,1.11
2024-11-09,15.55,96.14,87.87,24.64,1.57
2024-11-10,8.72,96.12,83.14,25.42,1.05
2024-11-11,4.97,96.06,83.36,25.54,0.94
2024-11-12,1.14,96.0,79.14,26.35,1.45
2024-11-13,2.53,95.97,83.96,25.84,0.99
2024-11-14,13.41,95.96,83.83,25.94,0.76
2024-11-15,9.49,96.02,84.4,25.12,0.96
2024-11-16,1.9,96.04,74.61,26.28,0.77
2024-11-17,2.19,96.0,76.35,26.36,0.84
2024-11-18,8.9,96.03,74.9,26.55,0.59
2024-11-19,8.17,96.09,80.93,25.72,0.74
2024-11-20,47.65,96.13,83.29,25.74,0.92
2024-11-21,7.15,96.13,86.4,25.01,1.01
2024-11-22,6.89,96.13,88.51,24.52,1.46
2024-11-23,8.64,96.2,87.98,24.39,0.9
2024-11-24,2.53,96.22,78.26,25.84,0.55
2024-11-25,1.87,96.13,82.3,25.89,1.01
2024-11-26,14.12,96.19,91.21,23.72,1.62
2024-11-27,7.36,96.28,88.74,23.5,0.78
2024-11-28,12.47,96.32,87.02,23.65,1.08
2024-11-29,2.58,96.29,78.68,25.51,0.59
2024-11-30,3.36,96.24,81.27,25.94,0.66
2024-12-01,8.6,96.12,81.83,25.78,0.68
2024-12-02,2.27,96.05,80.3,25.71,0.66
2024-12-03,9.23,96.0,80.29,25.76,0.95
2024-12-04,4.05,96.14,84.06,25.06,0.94
2024-12-05,5.1,96.25,80.97,24.75,1.24
